seller;image;price;name;rating;description;
Gudang-HP
• Online
Follow
4.9rata-rata ulasan
± 2 jampesanan diproses;[https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/22/26bb0702-69f1-4ecf-a80b-f53fde22a34a.jpg, https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/22/26bb0702-69f1-4ecf-a80b-f53fde22a34a.jpg, https://images.tokopedia.net/img/cache/100-square/product-1/2020/9/16/2608727/2608727_bf5565ab-5b35-4026-9717-22b34ddba357_800_800, https://images.tokopedia.net/img/cache/100-square/product-1/2020/9/16/7775208/7775208_11ebbfd6-1dc7-4df5-aa36-f2c3c3ec7d66_1000_1000, https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/9/16/9a125a40-24af-4456-bd96-5caa1fb3577d.jpg, https://images.tokopedia.net/img/cache/100-square/product-1/2020/9/16/7775208/7775208_16639bbc-5382-4621-a0b4-149f716bb192_1000_1000, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://i.ytimg.com/vi/m2ZgRfbb1wA/default.jpg];1705000;Xiaomi Redmi 9c 4/64 GB Garansi Resmi - Orange;5.0;Ready Stok April 2022

Kardus & Bubble Warp :
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

Anti Crack :
https://www.tokopedia.com/gudang-hp/tempered-glass-redmi-9c

Size 6.53 inches,400 nits typ. brightness (advertised)
PLATFORM OS Android 10, MIUI 12
Chipset MediaTek Helio G35 (12 nm)
CPU Octa-core
MEMORY Card slot microSDXC (dedicated slot)
Internal 64 GB, 4GB RAM
MAIN CAMERA Triple 13 MP,
Features LED flash, HDR
SELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µm
Features HDR
SOUND Loudspeaker Yes
GPS Yes, with A-GPS, GLONASS, BDS
USB microUSB 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, proximity
BATTERY Type Li-Po 5000 mAh, non-removable
Lihat Lebih Sedikit;
Gudang-HP
• Online
Follow
4.9rata-rata ulasan
± 2 jampesanan diproses;[https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/22/49653ee3-0363-4523-adff-ff3407383173.jpg, https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/22/49653ee3-0363-4523-adff-ff3407383173.jpg, https://images.tokopedia.net/img/cache/100-square/product-1/2020/10/10/2608727/2608727_43e27307-3883-4c0c-a00a-28d3c62cca5f_800_800, https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/10/9/343925c4-5cb9-44f4-afcf-6f59adce66c7.jpg];1212000;Xiaomi Redmi 9A 2/32 GB Garansi Resmi - Hijau;5.0;Ready Stock April 2022

Kartu Perdana :
https://www.tokopedia.com/gudang-hp/kartu-perdana-smartfren-bonus-spesial-bonus-kuota-360gb-selama-2-tahun

Kardus & Bubble Warp :
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

Anti Crack :
https://www.tokopedia.com/gudang-hp/anti-crack-redmi-9a

SIM Dual SIM (Nano-SIM, dual stand-by)
Size 6.53 inches, 102.9 cm2 (~81.1% screen-to-body ratio)
PLATFORM OS Android 10, MIUI 12
Chipset MediaTek Helio G25 (12 nm)
CPU Octa-core 2.0 GHz Cortex-A53
GPU PowerVR GE8320
Internal 32GB 2GB RAM
MAIN CAMERA Single 13 MP, f/2.2, 28mm (wide), PDAF
SELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µm
BATTERY Li-Po 5000 mAh, non-removable

Cek Produk Lainnya :

►Ubah TV Anda menjadi Smart TV, sambungkan Smartphone ke layar TV dan hiburan melengkapi rumah Anda.Pilih produk dari Taiwan PX MHA-130 : https://www.tokopedia.com/gudang-hp/kabel-hdmi-ke-type-c-usb-micro-lightning-converter-3in1-2m-px-mha-130
Lihat Lebih Sedikit;
